text1,labels
connects to C2 infrastructure and establishes backdoors over a custom communications protocol.,['T1095']
connects to external C2 infrastructure over the HTTP port.,['T1043']
connects to port 80 of a C2 server using Wininet API.,['T1071']
"contains a collection of CodeExecution modules that enable by injecting code (DLL, shellcode) or reflectively loading a Windows PE file into a process.",['T1055']
"contains a collection of Exfiltration modules that can access data from local files, volumes, and processes.",['T1005']
"contains a collection of Exfiltration modules that can harvest credentials from Group Policy Preferences, Windows vault credential objects, or using .",['T1003']
"contains a collection of Privesc-PowerUp modules that can discover and exploit various path interception opportunities in services, processes, and variables.",['T1034']
contains a collection of Privesc-PowerUp modules that can query Registry keys for potential opportunities.,['T1012']
contains a command to collect and exfiltrate emails from Outlook.,['T1114']
contains a command to collect the victim MAC address and LAN IP.,['T1016']
contains a command to collect the victim PC name and operating system.,['T1082']
contains a command to download and execute a file from a remotely hosted URL using WinINet HTTP requests.,['T1105']
contains a command to perform screen captures.,['T1113']
contains a command to retrieve files from its C2 server.,['T1105']
contains a copy of the OpenSSL library to encrypt C2 traffic.,['T1573']
contains a custom version of the RC4 algorithm that includes a programming error.,['T1573']
contains a keylogger component.,['T1056']
contains a keylogger module.,['T1056']
contains a keylogger module that collects keystrokes and the titles of foreground windows.,['T1056']
contains a module that captures screenshots of the victim's desktop.,['T1113']
contains a module that collects documents with certain extensions from removable media or fixed drives connected via USB.,['T1025']
contains a module to steal credentials from Web browsers on the victim machine.,['T1003']
contains base64-encoded strings.,['T1027']
contains code to clear event logs.,['T1070']
contains code to open and copy data from the clipboard.,['T1115']
"contains commands to list files and directories, as well as search for files matching certain extensions from a defined list.",['T1083']
contains functionality to collect information from the clipboard.,['T1115']
contains keylogger functionality.,['T1056']
"contains keylogging functionality that will monitor for active application windows and write them to the log, it can handle special characters, and it will buffer by default 50 characters before sending them out over the C2 infrastructure.",['T1056']
contains keylogging functionality to steal passwords.,['T1056']
contains modules to infect USB sticks and spread laterally to other Windows systems the stick is plugged into using autorun functionality.,['T1091']
contains screen capture functionality.,['T1113']
contains the execFile function to execute a specified file on the system using the NSTask:launch method.,['T1106']
contains the ftpUpload function to use the FTPManager:uploadFile method to upload files from the target system.,['T1071']
contains the getInfoOSX function to return the OS X version as well as the current user.,['T1033']
contains the getInstalledAPP function to run ls -la /Applications to gather what applications are installed.,['T1082']
contains the readFiles function to return a detailed listing (sometimes recursive) of a specified directory.,['T1083']
contains the showBackupIosFolder function to check for IOS device backups by running ls -la ~/Library/Application\ Support/MobileSync/Backup/.,['T1120']
"contains the takeScreenShot (along with startTakeScreenShot and stopTakeScreenShot) functions to take screenshots using the CGGetActiveDisplayList, CGDisplayCreateImage, and NSImage:initWithCGImage methods.",['T1113']
copied all targeted files to a directory called index that was eventually uploaded to the C&C server.,['T1074']
copied and installed tools for operations once in the victim environment.,['T1105']
copies a file over to the remote system before execution.,['T1105']
copies documents under 15MB found on the victim system to is the user's %temp%\SMB\ folder. It also copies files from USB devices to a predefined directory.,['T1074']
copies files from removable drives to C:\system.,['T1074']
copies itself into the public folder of Network Attached Storage (NAS) devices and infects new victims who open the file.,['T1080']
copies itself to an .exe file with a filename that is likely intended to imitate Norton Antivirus but has several letters reversed (e.g. notron.exe).,['T1036']
copies staged data to removable drives when they are inserted into the system.,['T1052']
created accounts disguised as legitimate backup and service accounts as well as an email administration account.,['T1036']
